Movie_name,Release_year,Movie_rating,Movie_genre,Metascore,Movie_runtime,Director of movie
The Wicker Man,(2006),3.7,"Horror, Mystery, Thriller",36,102 min,Joseph Ruben
Dreamscape,(1984),6.3,"Action, Adventure, Horror",63,99 min,Tom Holland
Thinner,(1996),5.8,"Fantasy, Horror",33,93 min,Jon Stevenson
Rent-A-Pal,(2020),6.3,"Horror, Thriller",61,108 min,Wes Craven
New Nightmare,(1994),6.5,"Fantasy, Horror, Mystery",64,112 min,Jon Knautz
Girl House,(2014),5.5,"Horror, Thriller",NA,99 min,Xavier Gens
The Divide,(2011),5.8,"Drama, Horror, Sci-Fi",28,112 min,Mark Pellington
The Mothman Prophecies,(2002),6.4,"Drama, Horror, Mystery",52,119 min,Fatih Akin
The Golden Glove,(2019),6.7,"Crime, Drama, Horror",38,115 min,Amy Holden Jones
The Slumber Party Massacre,(1982),5.7,Horror,NA,77 min,Robert Wiene
The Cabinet of Dr. Caligari Full Sound,(1920),8.1,"Fantasy, Horror, Mystery",NA,67 min,Colin Minihan
Grave Encounters,(2011),6.1,"Horror, Mystery, Thriller",33,92 min,Hiroshi Harada
Midori,(1992),6.7,"Animation, Drama, Horror",NA,56 min,Peter Jackson
Bad Taste,(1987),6.6,"Comedy, Horror, Sci-Fi",52,91 min,Panos Cosmatos
Beyond the Black Rainbow,(2010),6.1,"Horror, Sci-Fi, Thriller",49,110 min,George Sluizer
The Vanishing,(1993),6.3,"Drama, Horror, Mystery",49,109 min,Anthony Waller
An American Werewolf in Paris,(1997),5.1,"Comedy, Fantasy, Horror",31,105 min,Darren Lynn Bousman
Mother's Day,(I) (2010),6.3,"Drama, Horror, Thriller",34,112 min,William Peter Blatty
The Exorcist III,(1990),6.4,"Drama, Horror, Mystery",48,110 min,Guillermo del Toro
Mimic,(1997),6.0,"Horror, Sci-Fi",55,105 min,Colin Minihan
What Keeps You Alive,(2018),5.7,"Horror, Thriller",66,98 min,Michael A. Simpson
Sleepaway Camp II: Unhappy Campers,(1988),5.7,"Comedy, Horror",NA,80 min,John Lafia
Child's Play 2,(1990),5.9,"Horror, Thriller",37,84 min,Adam Robitel
Escape Room 2,(2022),,"Action, Adventure, Horror",NA,,Matt Angel
The Open House,(2018),3.2,"Horror, Thriller",NA,94 min,Don Coscarelli
Phantasm,(1979),6.7,"Horror, Sci-Fi",72,89 min,Greg Tiernan
Untitled Addams Family Sequel,(2021),,"Animation, Adventure, Comedy",NA,,R.D. Braunstein
I Spit on Your Grave: Vengeance is Mine,(2015),5.2,"Action, Crime, Horror",NA,92 min,Kimo Stamboel
The Queen of Black Magic,(2019),6.7,"Horror, Mystery, Thriller",54,99 min,Renny Harlin
A Nightmare on Elm Street 4: The Dream Master,(1988),5.7,Horror,56,93 min,Hideo Nakata
Ringu,(1998),7.2,"Horror, Mystery",NA,96 min,Mike P. Nelson
The Domestics,(2018),5.7,"Action, Horror, Sci-Fi",NA,95 min,Tod Browning
Freaks,(1932),7.9,"Drama, Horror",80,64 min,David Cronenberg
The Brood,(1979),6.9,"Horror, Sci-Fi",63,92 min,Quentin Dupieux
Rubber,(2010),5.8,"Comedy, Fantasy, Horror",59,82 min,Nacho Vigalondo
Timecrimes,(2007),7.2,"Horror, Mystery, Sci-Fi",68,92 min,Brad Anderson
Stonehearst Asylum,(2014),6.8,"Drama, Horror, Thriller",52,112 min,Danny Steinmann
Friday the 13th V: A New Beginning,(1985),4.8,"Horror, Mystery, Thriller",16,92 min,Nicholas McCarthy
The Prodigy,(2019),5.9,"Fantasy, Horror, Mystery",45,92 min,Walter Hill
Supernova,(I) (2000),4.9,"Horror, Sci-Fi, Thriller",19,90 min,Roman Polanski
Repulsion,(1965),7.7,"Drama, Horror, Thriller",91,105 min,Dan Bush
The Vault,(I) (2017),4.8,"Crime, Horror, Mystery",50,91 min,Bert L. Dragin
Twice Dead,(1988),5.4,"Thriller, Horror",NA,87 min,Dwight H. Little
Halloween 4: The Return of Michael Myers,(1988),5.9,"Horror, Thriller",34,88 min,Chris Gorak
The Darkest Hour,(2011),4.9,"Action, Adventure, Horror",18,89 min,Adam Egypt Mortimer
Daniel Isn't Real,(2019),6.1,"Crime, Drama, Fantasy",61,100 min,Ben Wheatley
Kill List,(2011),6.4,"Action, Crime, Horror",67,95 min,Ryûhei Kitamura
The Midnight Meat Train,(2008),6.0,"Horror, Mystery, Thriller",58,100 min,Anthony Hall
Legend of Fall Creek,(2021),3.7,"Comedy, Crime, Drama",NA,88 min,Darren Lynn Bousman
Repo! The Genetic Opera,(2008),6.6,"Horror, Musical, Sci-Fi",32,98 min,Patrick Brice
Creep 2,(2017),6.5,"Horror, Thriller",75,78 min,David Lynch
Twin Peaks: The Missing Pieces,(2014),7.7,"Drama, Horror, Mystery",NA,91 min,Scott Derrickson
The Black Phone,,,"Drama, Horror",NA,,Albert Pyun
The Sword and the Sorcerer,(1982),5.6,"Action, Adventure, Fantasy",39,99 min,James Whale
The Bride of Frankenstein,(1935),7.8,"Drama, Horror, Sci-Fi",95,75 min,Jordan Rubin
Zombeavers,(2014),4.8,"Comedy, Horror",44,77 min,William Brent Bell
Orphan: First Kill,,,"Crime, Drama, Horror",NA,,Kevin Goetz
Martyrs,(2015),4.0,"Drama, Horror, Thriller",22,86 min,Jonathan Levine
All the Boys Love Mandy Lane,(2006),5.5,"Horror, Mystery, Thriller",44,90 min,F. Javier Gutiérrez
Rings,(2017),4.5,"Drama, Horror, Mystery",25,102 min,Ti West
The House of the Devil,(2009),6.4,"Horror, Mystery",73,95 min,Tom McLoughlin
Friday the 13th Part VI: Jason Lives,(1986),6.0,"Horror, Thriller",30,86 min,Joe May
The Invisible Man Returns,(1940),6.5,"Drama, Horror, Mystery",NA,81 min,James Bond III
Def By Temptation,(1990),4.7,Horror,NA,95 min,Leigh Janiak
Honeymoon,(2014),5.7,"Drama, Fantasy, Horror",65,87 min,Kevin Smith
Yoga Hosers,(2016),4.3,"Action, Comedy, Fantasy",23,88 min,Neil Jordan
The Company of Wolves,(1984),6.7,"Drama, Fantasy, Horror",69,95 min,Justin Simien
Bad Hair,(2020),5.6,"Comedy, Horror",61,102 min,Guillermo del Toro
The Devil's Backbone,(2001),7.4,"Drama, Horror",78,106 min,Richard Franklin
Psycho II,(1983),6.5,"Crime, Horror, Mystery",54,113 min,Joe Marcantonio
Kindred,(2020),4.8,"Drama, Horror, Mystery",54,101 min,David R. Ellis
Shark Night,(2011),4.0,"Horror, Thriller",22,90 min,Ole Bornedal
The Possession,(I) (2012),5.9,"Horror, Mystery, Thriller",45,92 min,Dario Argento
Phenomena,(1985),6.8,"Crime, Horror, Mystery",57,116 min,Wes Craven
Swamp Thing,(1982),5.4,"Horror, Sci-Fi",50,91 min,Wes Craven
Cursed,(2005),5.0,"Comedy, Horror",31,97 min,Kevin Tenney
Night of the Demons,(1988),6.2,"Comedy, Fantasy, Horror",NA,90 min,Bruce Hunt
The Cave,(2005),5.1,"Action, Adventure, Horror",30,97 min,Padraig Reynolds
Open 24 Hours,(2018),5.4,Horror,NA,102 min,Brandon Cronenberg
Antiviral,(2012),5.7,"Horror, Mystery, Sci-Fi",55,108 min,Ellory Elkayem
Eight Legged Freaks,(2002),5.4,"Action, Adventure, Comedy",53,99 min,James Nguyen
Birdemic: Shock and Terror,(2010),1.8,"Horror, Thriller",NA,105 min,Tommy Lee Wallace
Halloween III: Season of the Witch,(1982),5.0,"Horror, Mystery, Sci-Fi",50,98 min,Tim Burton
Frankenweenie,(2012),6.9,"Animation, Comedy, Family",74,87 min,Ate de Jong
Highway to Hell,(1991),6.0,"Adventure, Comedy, Fantasy",NA,94 min,Gonzalo López-Gallego
Apollo 18,(2011),5.2,"Horror, Mystery, Sci-Fi",24,86 min,Takashi Miike
As the Gods Will,(2014),6.4,"Adventure, Horror, Sci-Fi",NA,117 min,Ken Dixon
Slave Girls from Beyond Infinity,(1987),4.6,"Action, Adventure, Comedy",NA,74 min,Hideo Nakata
The Ring Two,(2005),5.4,"Horror, Mystery",44,110 min,Nicolas Gessner
The Little Girl Who Lives Down the Lane,(1976),7.1,"Drama, Horror, Mystery",53,91 min,Owen Egerton
Blood Fest,(2018),5.4,"Comedy, Horror",54,92 min,John Stockwell
Dark Tide,(2012),4.3,"Action, Adventure, Drama",23,114 min,Sidney J. Furie
The Entity,(1982),6.7,"Drama, Horror",35,125 min,John Carpenter
The Ward,(2010),5.6,"Horror, Mystery, Thriller",38,89 min,Anthony Scott Burns
Our House,(I) (2018),5.3,"Drama, Horror, Mystery",45,90 min,Adam MacDonald
Backcountry,(I) (2014),6.0,"Adventure, Drama, Horror",62,92 min,Lamberto Bava
Demons,(1985),6.7,Horror,53,88 min,Rachel Talalay
Freddy's Dead: The Final Nightmare,(1991),4.9,"Fantasy, Horror",39,89 min,Nora Unkel
A Nightmare Wakes,(2020),4.2,"Horror, Thriller",NA,90 min,Bryan Forbes
The Stepford Wives,(1975),6.9,"Horror, Mystery, Sci-Fi",54,115 min,Domenico Emanuele de Feudis
The Binding,(2020),4.7,"Drama, Horror, Thriller",NA,93 min,Nick Murphy
The Awakening,(I) (2011),6.5,"Horror, Thriller",53,102 min,Adam Schindler
Intruders,(2015),5.7,"Drama, Horror, Thriller",39,90 min,Chris Kentis
Open Water,(2003),5.7,"Adventure, Drama, Horror",63,79 min,Michael Herz
The Toxic Avenger,(1984),6.3,"Action, Comedy, Horror",42,82 min,Steve Miner
Halloween H2O: 20 Years Later,(1998),5.8,"Horror, Thriller",52,86 min,Paul Lynch
Prom Night,(1980),5.4,"Horror, Thriller",45,92 min,Roman Polanski
Dance of the Vampires,(1967),7.2,"Comedy, Horror",56,91 min,Adam Green
Hatchet,(2006),5.7,"Comedy, Horror, Thriller",57,93 min,Michael P. Blevins
Digging to Death,(2021),4.6,"Horror, Thriller",NA,92 min,Jon Harris
The Descent: Part 2,(2009),5.8,"Action, Adventure, Drama",NA,94 min,George A. Romero
Monkey Shines,(1988),6.2,"Drama, Horror, Sci-Fi",71,113 min,William Brent Bell
Stay Alive,(2006),5.1,"Fantasy, Horror, Mystery",24,85 min,Chelsea Stardust
Satanic Panic,(2019),5.6,"Comedy, Horror",51,85 min,Greg Nicotero
Untitled: The Walking Dead Movie,,,"Drama, Horror, Sci-Fi",NA,,Stefan Ruzowitzky
Patient Zero,(I) (2018),4.5,"Action, Drama, Horror",NA,93 min,Michele Massimo Tarantini
Massacre in Dinosaur Valley,(1985),5.2,"Action, Adventure, Horror",NA,88 min,David Gordon Green
The Exorcist,(2021),,Horror,NA,,Tony Maylam
Split Second,(1992),6.2,"Action, Crime, Horror",NA,90 min,Steve Miner
Friday the 13th - Part III,(1982),5.7,"Horror, Thriller",30,95 min,Jim Wynorski
Chopping Mall,(1986),5.6,"Comedy, Horror, Sci-Fi",22,77 min,Jesús Franco
"Wanda, the Wicked Warden",(1977),4.6,"Drama, Horror",NA,90 min,Mark L. Lester
Firestarter,(1984),6.1,"Action, Horror, Sci-Fi",50,114 min,Jeremy Dyson
Ghost Stories,(I) (2017),6.4,"Drama, Horror",68,98 min,Todd McFarlane
Spawn,(II),,"Action, Adventure, Drama",NA,,Joel Anderson
Lake Mungo,(2008),6.3,"Drama, Horror, Mystery",NA,87 min,Stuart Gordon
Dagon,(2001),6.3,"Fantasy, Horror, Mystery",NA,98 min,David Hackl
Into the Grizzly Maze,(2015),5.3,"Action, Adventure, Drama",43,94 min,John McNaughton
Henry: Portrait of a Serial Killer,(1986),7.0,"Biography, Crime, Drama",80,83 min,Lawrence Raghavendra
Laxmii,(2020),2.3,"Action, Comedy, Horror",NA,141 min,Ninian Doff
Get Duked!,(2019),6.2,"Action, Comedy, Horror",69,87 min,Malgorzata Szumowska
The Other Lamb,(2019),5.2,"Drama, Horror",65,96 min,Guillermo del Toro
Cronos,(1993),6.7,"Fantasy, Horror",70,94 min,Paul Hyett
Howl,(I) (2015),5.4,"Action, Fantasy, Horror",NA,92 min,Jesús Franco
Eugenie... the Story of Her Journey Into Perversion,(1970),5.4,"Drama, Horror",NA,87 min,Elliot Silverstein
The Car,(1977),6.2,"Action, Horror, Mystery",NA,96 min,Stephan Rick
The Super,(2017),5.7,"Horror, Thriller",47,90 min,Demián Rugna
Terrified,(2017),6.5,Horror,NA,87 min,Clay Staub
Devil's Gate,(2017),5.1,"Horror, Sci-Fi, Thriller",37,94 min,Lucio Fulci
Zombie,(1979),6.9,Horror,54,91 min,Don Siegel
Invasion of the Body Snatchers,(1956),7.7,"Drama, Horror, Sci-Fi",92,80 min,Marcel Sarmiento
Deadgirl,(2008),5.6,Horror,36,101 min,James Signorelli
Elvira: Mistress of the Dark,(1988),6.6,"Comedy, Horror",43,96 min,Miguel Ángel Vivas
Extinction,(2015),5.9,"Drama, Horror, Sci-Fi",46,112 min,Tom Paton
Black Ops,(II) (2019),5.1,"Action, Horror, Sci-Fi",NA,102 min,Tom Elkins
The Haunting in Connecticut 2: Ghosts of Georgia,(2013),5.3,"Drama, Horror, Mystery",26,100 min,Werner Herzog
Nosferatu the Vampyre,(1979),7.5,"Drama, Horror",79,107 min,Dario Argento
Deep Red,(1975),7.6,"Horror, Mystery, Thriller",89,127 min,Mel Brooks
Dracula: Dead and Loving It,(1995),5.9,"Comedy, Fantasy, Horror",NA,88 min,Jonathan Liebesman
Darkness Falls,(2003),5.0,"Fantasy, Horror, Mystery",23,86 min,Ben Wheatley
In the Earth,(2021),6.2,Horror,61,100 min,Albert Lewin
The Picture of Dorian Gray,(1945),7.5,"Drama, Fantasy, Horror",NA,110 min,David Cronenberg
Shivers,(1975),6.4,"Horror, Sci-Fi",58,87 min,Bradley King
Time Lapse,(2014),6.5,"Horror, Sci-Fi, Thriller",50,104 min,Don Edmonds
Ilsa: She Wolf of the SS,(1975),5.1,"Drama, Horror, Thriller",NA,96 min,Don Mancini
Cult of Chucky,(2017),5.2,"Fantasy, Horror, Thriller",69,91 min,Shin'ya Tsukamoto
Tetsuo: The Iron Man,(1989),7.0,"Fantasy, Horror, Sci-Fi",NA,67 min,Don Mancini
Curse of Chucky,(2013),5.6,"Horror, Thriller",58,97 min,Kaare Andrews
The ABCs of Death,(2012),4.7,"Comedy, Horror",43,129 min,David Nerlich
Black Water,(2007),5.9,"Action, Adventure, Drama",NA,90 min,Don Mancini
Seed of Chucky,(2004),4.8,"Comedy, Fantasy, Horror",46,87 min,Mikael Håfström
The Rite,(2011),6.0,"Drama, Horror, Mystery",38,114 min,Stewart Hendler
Sorority Row,(2009),5.1,"Horror, Mystery",24,101 min,Wes Craven
My Soul to Take,(2010),4.8,"Horror, Mystery, Thriller",25,107 min,Simon Barrett
V/H/S 2,(2013),6.0,"Horror, Thriller",49,96 min,Takao Okawara
Godzilla vs. Destoroyah,(1995),7.0,"Action, Horror, Sci-Fi",NA,103 min,Todd Lincoln
The Apparition,(2012),4.1,"Horror, Thriller",18,82 min,Banjong Pisanthanakun
Shutter,(II) (2004),7.1,"Horror, Mystery, Thriller",NA,97 min,John Carl Buechler
Friday the 13th Part VII: The New Blood,(1988),5.3,"Horror, Thriller",13,88 min,Lucky McKee
May,(2002),6.6,"Comedy, Drama, Horror",58,93 min,John Carl Buechler
Troll,(1986),4.5,"Comedy, Fantasy, Horror",30,82 min,Lee Cronin
The Hole in the Ground,(2019),5.6,"Drama, Horror, Mystery",63,90 min,Walerian Borowczyk
The Beast,(1975),5.7,"Drama, Fantasy, Horror",NA,98 min,Jason Zada
The Forest,(I) (2016),4.8,"Horror, Mystery, Thriller",34,93 min,Don Taylor
Damien: Omen II,(1978),6.3,Horror,45,107 min,Eli Craig
Little Evil,(2017),5.7,"Comedy, Horror",NA,94 min,Brian De Palma
Phantom of the Paradise,(1974),7.4,"Comedy, Drama, Fantasy",67,91 min,Tod Williams
Paranormal Activity 2,(2010),5.6,"Horror, Mystery",53,91 min,John Gulager
Feast,(2005),6.3,"Action, Comedy, Horror",43,95 min,Dennis Iliadis
Delirium,(I) (2018),5.7,"Horror, Thriller",NA,96 min,Michael Dougherty
Krampus,(I) (2015),6.2,"Comedy, Drama, Fantasy",49,98 min,Álex de la Iglesia
The Bar,(2017),6.3,"Comedy, Horror, Thriller",NA,102 min,Kevin McManus
The Block Island Sound,(2020),6.8,"Horror, Sci-Fi, Thriller",NA,97 min,Michael Tiddes
A Haunted House,(2013),5.0,"Comedy, Fantasy, Horror",20,86 min,Richard Attenborough
Magic,(1978),6.8,"Drama, Horror",49,107 min,Drew Casson
Hungerford,(2014),3.8,"Action, Horror, Sci-Fi",NA,79 min,Marcus Dunstan
The Collected,,,"Action, Adventure, Crime",NA,,Alexander Henderson
The Red Nightmare,(2021),3.8,Horror,NA,92 min,Michael Gornick
Creepshow 2,(1987),6.1,"Fantasy, Horror",39,92 min,Jon Watts
Clown,(2014),5.7,"Horror, Thriller",42,100 min,Will Canon
Demonic,(2015),5.3,"Horror, Mystery, Thriller",NA,83 min,Sebastian Gutierrez
Elizabeth Harvest,(2018),5.8,"Horror, Sci-Fi, Thriller",54,108 min,Jordan Peele
Untitled Jordan Peele Horror Event,(2022),,Horror,NA,,Olivier Assayas
Personal Shopper,(2016),6.1,"Drama, Fantasy, Horror",77,105 min,Mary Lambert
Pet Sematary II,(1992),4.9,"Fantasy, Horror",35,100 min,Richard Bates Jr.
Suburban Gothic,(2014),5.6,"Comedy, Horror",49,90 min,Nicolas Pesce
Piercing,(2018),5.6,"Horror, Mystery, Thriller",63,81 min,Barbara Peeters
Humanoids From The Deep,(1980),5.7,"Horror, Sci-Fi",49,80 min,Peter Medak
The Changeling,(1980),7.2,Horror,70,107 min,Alejandro Jodorowsky
Santa Sangre,(1989),7.6,"Drama, Horror, Thriller",NA,123 min,Tiago Mesquita
Among the Shadows,(I) (2019),2.1,"Action, Crime, Drama",NA,96 min,Ron Link
Zombie High,(1987),4.3,"Comedy, Horror",NA,93 min,Daniel Calparsoro
Twin Murders: The Silence of the White City,(2019),5.2,"Action, Adventure, Crime",NA,110 min,John R. Leonetti
Wish Upon,(2017),5.0,"Drama, Fantasy, Horror",32,90 min,Meir Zarchi
I Spit on Your Grave: Deja Vu,(2019),2.3,"Horror, Thriller",NA,148 min,Oz Perkins
I Am the Pretty Thing That Lives in the House,(2016),4.6,"Drama, Horror, Mystery",68,89 min,Babak Anvari
Under the Shadow,(2016),6.9,"Drama, Fantasy, Horror",83,84 min,John Murlowski
Assimilate,(I) (2019),5.3,"Horror, Mystery, Sci-Fi",NA,93 min,Rob Zombie
The Lords of Salem,(2012),5.2,"Horror, Thriller",57,101 min,John Hyams
Universal Soldier: Day of Reckoning,(2012),5.0,"Action, Horror, Mystery",58,114 min,Tobe Hooper
The Texas Chainsaw Massacre Part 2,(1986),5.6,"Comedy, Horror",42,101 min,Fritz Böhm
Wildling,(2018),5.5,"Drama, Fantasy, Horror",58,92 min,Ari Sandel
Goosebumps 2: Haunted Halloween,(2018),5.6,"Adventure, Comedy, Family",53,90 min,Brad Anderson
Session 9,(2001),6.4,"Horror, Mystery",58,97 min,Michael Powell
Peeping Tom,(1960),7.7,"Drama, Horror, Thriller",NA,101 min,Thom Eberhardt
Night of the Comet,(1984),6.4,"Comedy, Horror, Sci-Fi",59,95 min,Jack Heller
Dark Was the Night,(2014),5.6,"Drama, Horror, Thriller",40,90 min,Xavier Gens
Frontier(s),(2007),6.2,Horror,44,108 min,Gregory Plotkin
Paranormal Activity: The Ghost Dimension,(2015),4.6,"Horror, Mystery",30,88 min,Rob Zombie
Halloween II,(2009),4.9,Horror,35,105 min,Rupert Wainwright
The Fog,(2005),3.7,"Horror, Mystery",27,100 min,Franck Khalfoun
Amityville: The Awakening,(2017),4.8,"Horror, Thriller",42,87 min,George Pavlou
Rawhead Rex,(1986),5.3,"Fantasy, Horror, Mystery",NA,89 min,Antti Jokinen
The Resident,(2011),5.3,"Drama, Horror, Mystery",NA,91 min,Shin'ichirô Ueda
One Cut of the Dead,(2017),7.7,"Comedy, Horror",86,96 min,Anvita Dutt
Bulbbul,(2020),6.5,"Drama, Horror, Mystery",NA,94 min,Martin Barnewitz
Kollegiet,(2007),4.4,Horror,NA,91 min,David Blue Garcia
The Texas Chainsaw Massacre,(2021),,Horror,NA,,Nicolas Pesce
The Eyes of My Mother,(2016),6.2,"Drama, Horror",63,76 min,Fred Walton
When a Stranger Calls,(1979),6.5,"Horror, Mystery, Thriller",58,97 min,Ernest R. Dickerson
Tales from the Crypt: Demon Knight,(1995),6.7,"Action, Fantasy, Horror",48,92 min,Karl Holt
Benny Loves You,(2019),7.1,"Comedy, Horror",NA,94 min,Anne Goursaud
Embrace of the Vampire,(1995),4.4,"Horror, Thriller",NA,92 min,Henry Joost
Paranormal Activity 3,(2011),5.8,"Horror, Mystery",59,83 min,William Castle
13 Ghosts,(1960),6.1,"Horror, Mystery",56,85 min,Jennifer Lynch
Chained,(I) (2012),6.4,"Crime, Drama, Horror",NA,94 min,Robert Wise
The Haunting,(1963),7.5,Horror,74,112 min,Wes Craven
Vampire in Brooklyn,(1995),4.6,"Comedy, Fantasy, Horror",27,100 min,Amy Heckerling
Vamps,(2012),5.2,"Comedy, Horror, Romance",57,92 min,Jim Sonzero
Pulse,(I) (2006),4.8,"Horror, Sci-Fi, Thriller",27,90 min,Ernie Barbarash
Abduction,(I) (2019),4.8,"Action, Horror, Sci-Fi",NA,98 min,Stacy Title
The Bye Bye Man,(2017),4.2,"Drama, Fantasy, Horror",37,96 min,Larry Cohen
The Stuff,(1985),5.9,"Comedy, Horror, Sci-Fi",NA,87 min,Leigh Whannell
Wolfman,(II),,Horror,NA,,Juan Piquer Simón
Pieces,(1982),6.1,"Horror, Mystery, Thriller",NA,85 min,William Lustig
Maniac Cop,(1988),6.1,"Action, Crime, Horror",40,85 min,Mark Rosman
The House on Sorority Row,(1982),6.0,"Horror, Mystery, Thriller",50,91 min,Doug Murphy
Constantine: City of Demons - The Movie,(2018),7.4,"Animation, Action, Fantasy",NA,90 min,Tyler Perry
Boo! A Madea Halloween,(2016),4.6,"Comedy, Drama, Horror",30,103 min,Chris Carter
The X-Files: I Want To Believe,(2008),5.9,"Crime, Drama, Horror",47,104 min,
